id,fuente,indice,imagen_finita,minimo,maximo,media,desviacion,huella_imagen,huella_mascara,mascara_valida,pixeles_fondo_inconsistente,proporcion_0,proporcion_1,proporcion_2,proporcion_3,proporcion_lesion,imagen_constante,motivo,estado,archivo,particion,proporcion_final_0,proporcion_final_1,proporcion_final_2,proporcion_final_3,pierde_clase_lesion
radiopedia_0087,radiopedia,87,True,-1179.8759765625,291.040771484375,-425.5253444746497,502.9826008722327,31b5267f40f87964b6710f24d33f980bf0d87b712cb31038533afbb82dc2f130,5a2ab4a972dce28f60ab84fdf318a071264e3b4b3338c1e75d2e594b4d0bff67,True,87,0.0247955322265625,3.814697265625e-06,0.037738800048828125,0.9377937316894531,0.024799346923828125,False,,conservar,radiopedia_0087.npz,pendiente de identificar pacientes,0.0246734619140625,0.0,0.0379638671875,0.9373626708984375,True
radiopedia_0088,radiopedia,88,True,-1179.8759765625,291.040771484375,-432.8085407526744,501.30170646381924,356a69553c75102322b87a1d50b32cc27aa599112ea26956e0c6d1416d2c2aff,c670e73d8ff4c7a9c974a0be7b0509dc613adac4cb1e2c640c99d96613b6b3e2,True,154,0.0397796630859375,0.00037384033203125,0.03499603271484375,0.9254379272460938,0.04015350341796875,False,,conservar,radiopedia_0088.npz,pendiente de identificar pacientes,0.0396881103515625,0.000396728515625,0.035247802734375,0.9246673583984375,False
radiopedia_0089,radiopedia,89,True,-1192.3199462890625,291.040771484375,-438.94345663017157,498.3011583026395,89e3020d601f149f1bdaf8889db6ef74838de65c73a9e565679b82e449ddf92f,6d312d4644e008dcbef07fd9c5878faa265c4f70f4e7c166b274ae143d410928,True,112,0.04073333740234375,0.0,0.047367095947265625,0.9123268127441406,0.04073333740234375,False,,conservar,radiopedia_0089.npz,pendiente de identificar pacientes,0.0407257080078125,0.0,0.0475006103515625,0.911773681640625,False
radiopedia_0090,radiopedia,90,True,-1179.8759765625,291.040771484375,-443.15895026649514,494.83491837227785,ed9eedbfe385a9c5e676ca2dce74e40fbe41a8a12785c337f43cfe1d1e79f099,60523b1ad7dacd844281d846ade631ed05e0159d2868cef773af8a230b0b30b0,True,85,0.053562164306640625,0.0,0.049724578857421875,0.8970375061035156,0.053562164306640625,False,,conservar,radiopedia_0090.npz,pendiente de identificar pacientes,0.053375244140625,0.0,0.04962158203125,0.897003173828125,False
radiopedia_0091,radiopedia,91,True,-1179.8759765625,291.040771484375,-445.59053351413377,488.4762433870273,fab63f0403dc337f3989daf696af8557871c20d910bcda80c4c20dcccc40b7cd,7017aafe1fd94c159edc7510a5503b8f69cb4812e2715294e1c0b499e20c8195,True,65,0.06764984130859375,0.0,0.0528106689453125,0.8797874450683594,0.06764984130859375,False,,conservar,radiopedia_0091.npz,pendiente de identificar pacientes,0.06744384765625,0.0,0.0529327392578125,0.8796234130859375,False
radiopedia_0092,radiopedia,92,True,-1186.1165771484375,291.040771484375,-449.56146434428115,482.60192145871264,9537debbcb5ef904d69c25c3c5d32d113c64e4dac4ffbe6569e2d59837f5412f,f3799c407d2c515f4291bd283105637d2a57488cb8ab78e1405f559caecc3a7a,True,27,0.08364486694335938,0.0,0.05517578125,0.8612823486328125,0.08364486694335938,False,,conservar,radiopedia_0092.npz,pendiente de identificar pacientes,0.0835723876953125,0.0,0.0552825927734375,0.86114501953125,False
radiopedia_0093,radiopedia,93,True,-1186.1165771484375,291.040771484375,-460.1079975374496,474.8675054835644,b735ba8ea8231931066d8d2ebc413aecbdb9ef4ef5cbcd026a58ea6a0554975c,9796d4811d90242e1f346d738c6b51e564b7214d513bac227ca2670182100291,True,10,0.10717391967773438,7.62939453125e-06,0.061191558837890625,0.8316650390625,0.10718154907226562,False,,conservar,radiopedia_0093.npz,pendiente de identificar pacientes,0.1071929931640625,0.0,0.06134033203125,0.8314666748046875,True
radiopedia_0094,radiopedia,94,True,-1179.8759765625,291.040771484375,-469.96575198766436,470.1690279365611,f8aa3da9ae8a9faccd9dc208a3eed77f20da40181cc97491e4b5090e58b3f031,2475dee171dfc42ab1ec9ca9dcd2a2eb04b7b4e3533c19d51e59ad5a3cef4dc8,True,6,0.13087081909179688,3.814697265625e-06,0.061626434326171875,0.8075218200683594,0.1308746337890625,False,,conservar,radiopedia_0094.npz,pendiente de identificar pacientes,0.130645751953125,1.52587890625e-05,0.0617523193359375,0.807586669921875,False
radiopedia_0095,radiopedia,95,True,-1179.8759765625,291.040771484375,-471.6771167545785,467.21710588809884,806a8cb79d4e196a276121146fc301a4eb578a0fd97096df646da0e84d2d383e,d32659220da4f44c82bf81237d228dad478d09683e84a74a0ab323e675b094fb,True,41,0.14166259765625,0.0,0.055431365966796875,0.8030624389648438,0.14166259765625,False,,conservar,radiopedia_0095.npz,pendiente de identificar pacientes,0.141448974609375,0.0,0.0554962158203125,0.8030548095703125,False
radiopedia_0096,radiopedia,96,True,-1167.4691162109375,291.040771484375,-466.2901075388827,467.9031063605744,4e13a66b89e1dfe95b35032285f2d57109180b5d57ab0b414bdbbdb8579e1630,7e4fba75f05e29fd88f0c27318257c7537990ee5b34c0b3bead2398c633d8906,True,19,0.13604354858398438,7.62939453125e-05,0.058582305908203125,0.8053703308105469,0.13611984252929688,False,,conservar,radiopedia_0096.npz,pendiente de identificar pacientes,0.135894775390625,4.57763671875e-05,0.0588226318359375,0.80523681640625,False
radiopedia_0097,radiopedia,97,True,-1192.3199462890625,291.040771484375,-458.75586217993396,467.7183068893248,0ce0ace50ade1a81c6da6bd4638baaa71a2204109d708817dd2fd2f9a5605824,7ec28a4723986db3c46c62c43159def6d974ca4b017828e29b25e3586e8d226e,True,36,0.13210296630859375,0.0002899169921875,0.05951690673828125,0.8082275390625,0.13239288330078125,False,,conservar,radiopedia_0097.npz,pendiente de identificar pacientes,0.131866455078125,0.000274658203125,0.059783935546875,0.808074951171875,False
radiopedia_0098,radiopedia,98,True,-1186.1165771484375,291.040771484375,-451.538223592604,468.95225351477785,74ad99450820fd1942ff94ed6b7930fa34715fdb2bbde691c0767ef988b79e42,fa61cc2e905ca73ce9de6344e9d6014ad105566c8255034085475b6b028df935,True,31,0.13199615478515625,0.000438690185546875,0.0580596923828125,0.8096237182617188,0.13243484497070312,False,,conservar,radiopedia_0098.npz,pendiente de identificar pacientes,0.13201904296875,0.000457763671875,0.0580902099609375,0.8094329833984375,False
radiopedia_0099,radiopedia,99,True,-1179.8759765625,291.040771484375,-444.55285551769816,469.9484780247391,9649b595e1c671bbdebb182c43e6ca8663c8cbcf51e71024dd16399f798314b9,c6c95a91e2f6adbae16b1d55ac3f8ca0b66b0f2b21f47a945efec874d475e1c6,True,27,0.13221359252929688,0.000713348388671875,0.055858612060546875,0.8113174438476562,0.13292694091796875,False,,conservar,radiopedia_0099.npz,pendiente de identificar pacientes,0.1325531005859375,0.000701904296875,0.0554656982421875,0.811279296875,False
radiopedia_0100,radiopedia,100,True,-1210.93017578125,291.040771484375,-437.6782881087545,471.72705135908376,e9311832e7a4c668d921442edd046ce0c6f5a7108c470787c72b65a55aa5813e,5ee7a7b930a42f31f2f0e473cce902eae38363bd5253d8f8ba8258f22b2ceca1,True,7,0.130035400390625,0.0,0.058155059814453125,0.8118362426757812,0.130035400390625,False,,conservar,radiopedia_0100.npz,pendiente de identificar pacientes,0.1299591064453125,0.0,0.05810546875,0.8119354248046875,False
radiopedia_0101,radiopedia,101,True,-1179.8759765625,291.040771484375,-432.239451464819,472.1667619968352,37ebd9bb12b6ce9969911309ded38ad5f1f52aa758393a03778f04a86b5216f9,ac20e748bca0c838400e4ba98dd4ba9c645cd6a9d66cbcae215dd52f18bfdab5,True,13,0.12877655029296875,0.0,0.0559844970703125,0.8152885437011719,0.12877655029296875,False,,conservar,radiopedia_0101.npz,pendiente de identificar pacientes,0.1288909912109375,0.0,0.055877685546875,0.8152313232421875,False
radiopedia_0102,radiopedia,102,True,-1173.6724853515625,291.040771484375,-427.89846135570747,472.97246194926527,b47d549be42e5506cc91b65ae81927419f90d5e1e68fa579a32fe0f4a03e428e,73b0ebf5a311a29c622e86a9fda552f496d53a9d0b940612e3a0fefc5030058e,True,20,0.12969970703125,0.0,0.050662994384765625,0.8197135925292969,0.12969970703125,False,,conservar,radiopedia_0102.npz,pendiente de identificar pacientes,0.12982177734375,0.0,0.05059814453125,0.819580078125,False
radiopedia_0103,radiopedia,103,True,-1192.3199462890625,291.040771484375,-426.29852736361545,471.5557990031935,3f7d68f09bb0348b85e857b873b233f20c63e0defb01ffddf6a98310e827ff37,a024c1e1c2e862584880bdc78ec0fd8cacbc183fbbd19a362435c5e4deb2391e,True,6,0.13171768188476562,6.866455078125e-05,0.046672821044921875,0.821563720703125,0.13178634643554688,False,,conservar,radiopedia_0103.npz,pendiente de identificar pacientes,0.13189697265625,6.103515625e-05,0.0467987060546875,0.8212432861328125,False
radiopedia_0104,radiopedia,104,True,-1173.6724853515625,291.040771484375,-425.44676779910515,471.87016916454525,34593438fd8687b3e193f4de4d38f6a20d129b6e19305f103630999dbb793d6f,fe4d4699b9c2b46fcb7fa4d269524c0aa377d3f84ac97e844f91004c77e20fee,True,3,0.12964630126953125,0.0,0.049030303955078125,0.8213348388671875,0.12964630126953125,False,,conservar,radiopedia_0104.npz,pendiente de identificar pacientes,0.12957763671875,0.0,0.0490875244140625,0.8213348388671875,False
radiopedia_0105,radiopedia,105,True,-1173.6724853515625,291.040771484375,-424.4294715094629,472.5258405954715,b95386eae91781dbe7382e2a82c7f46c5c6fd3d3dac8da83f90f3598df3207fd,15bcc63f07253d220d584fc4437201666b846393c9a337258f47213796e6688f,True,37,0.12369537353515625,3.814697265625e-06,0.053348541259765625,0.8230934143066406,0.12369918823242188,False,,conservar,radiopedia_0105.npz,pendiente de identificar pacientes,0.123870849609375,0.0,0.05316162109375,0.822967529296875,True
radiopedia_0106,radiopedia,106,True,-1161.2657470703125,291.040771484375,-422.91745154069076,474.352933835784,505d76a22afac1cf777da54f5e5fc45a9fc2fbac87892c5606e0552d9ba7d4dc,eb3ae6659c025e73fddb061f361f971ca6fe4e65885fc87a65b2096e45f328cf,True,12,0.11615753173828125,1.9073486328125e-05,0.06092071533203125,0.8229484558105469,0.11617660522460938,False,,conservar,radiopedia_0106.npz,pendiente de identificar pacientes,0.1159210205078125,1.52587890625e-05,0.0615997314453125,0.8224639892578125,False
radiopedia_0107,radiopedia,107,True,-1179.8759765625,291.040771484375,-423.20090124621197,475.1834303125327,4bc1f88eb6b710617cd679c8a5228ea31046f2ca761357fa39b21d2bf56d8488,1473ddccec8cd89c7a91f2d5e32d83790a9576a0388b8cde4d2fffce27967d89,True,2,0.11548614501953125,0.0,0.062343597412109375,0.8221778869628906,0.11548614501953125,False,,conservar,radiopedia_0107.npz,pendiente de identificar pacientes,0.1157989501953125,0.0,0.0621185302734375,0.82208251953125,False
radiopedia_0108,radiopedia,108,True,-1217.1336669921875,291.040771484375,-426.4913131755536,476.4645718718345,19afb6e9bbba1b2d5e0f07907a4ec984cf3f7523847694a02736947db2b7e287,d5dc25156d63e1a41260ea6afdab8401fcd517eb8971390e4da613dceb160abc,True,4,0.11580276489257812,0.0,0.06436920166015625,0.8198432922363281,0.11580276489257812,False,,conservar,radiopedia_0108.npz,pendiente de identificar pacientes,0.1160430908203125,0.0,0.06439208984375,0.8195648193359375,False
radiopedia_0109,radiopedia,109,True,-1179.8759765625,291.040771484375,-430.1896644184867,476.24597483926806,bf8363166da9686b8e25d2eb30b0219f6104dcdc602a05f56150957c1237d187,a3398ea81f6f95e7a9577756f7485258e07882aba3a005e91cbdda96488416ec,True,20,0.12118148803710938,0.0,0.062236785888671875,0.8166580200195312,0.12118148803710938,False,,conservar,radiopedia_0109.npz,pendiente de identificar pacientes,0.1212005615234375,0.0,0.062103271484375,0.8166961669921875,False
radiopedia_0110,radiopedia,110,True,-1186.1165771484375,291.040771484375,-434.01062448270955,474.3260387191492,9c42f8ae1b25eaf0b8688932548c70cad4241966d10908ddea3f56b9ac561505,373716918bb67f40a278d13104c3f1e93e25d35f184d0df879e0e77b65cb0d47,True,23,0.1232757568359375,0.0,0.06146240234375,0.8153495788574219,0.1232757568359375,False,,conservar,radiopedia_0110.npz,pendiente de identificar pacientes,0.1234588623046875,0.0,0.061248779296875,0.8152923583984375,False
radiopedia_0111,radiopedia,111,True,-1179.8759765625,291.040771484375,-437.1832571310415,471.7205716239842,054f7fb1ad6cf73641c5b8c239af1ae9b6266f509221e9fd5f6ba12b88ba9bd4,dced9bdaf7577a3a09a8ca2543ef9822e6c985aff19f358e6814b7421533f5f4,True,38,0.12301254272460938,0.0,0.0643463134765625,0.8127861022949219,0.12301254272460938,False,,conservar,radiopedia_0111.npz,pendiente de identificar pacientes,0.1231689453125,0.0,0.0642852783203125,0.8125457763671875,False
radiopedia_0112,radiopedia,112,True,-1198.5233154296875,291.040771484375,-439.15912856747127,471.9987480839177,27051e334ccd0e97b78c3ba39f2c4760ecde8d527ce18e8dc64c48d98551ade9,7e5d7be527907df543b37548e59842a5335d17aac077b8ea228b41563f334eb8,True,27,0.12093734741210938,0.0,0.070281982421875,0.8088836669921875,0.12093734741210938,False,,conservar,radiopedia_0112.npz,pendiente de identificar pacientes,0.1210174560546875,0.0,0.070159912109375,0.8088226318359375,False
radiopedia_0113,radiopedia,113,True,-1167.4691162109375,291.040771484375,-440.0230776853771,471.6794481803548,f6fc2a22c4b7462a44f15b3bec55c4ac54cd3e52e690cebeaaa04fdbb55a7a63,744c9d1dd59922423316e8046242d68f9e20e235ad78ad8d41399a1ff1c1515d,True,61,0.12148666381835938,0.0,0.07299423217773438,0.8057518005371094,0.12148666381835938,False,,conservar,radiopedia_0113.npz,pendiente de identificar pacientes,0.1213836669921875,0.0,0.0731658935546875,0.805450439453125,False
radiopedia_0114,radiopedia,114,True,-1198.5233154296875,291.040771484375,-440.38553836994106,471.4018274843503,dfa19f3f2b072eb22780f2991f8574738f74fe30d1e3ea25bf465f637f27f22a,68696d3464eb94b6c76838b69007c696d1b1a9a63b154d158c0858604a7353fa,True,35,0.12569427490234375,0.0,0.07241439819335938,0.8020248413085938,0.12569427490234375,False,,conservar,radiopedia_0114.npz,pendiente de identificar pacientes,0.125579833984375,0.0,0.0724334716796875,0.8019866943359375,False
radiopedia_0115,radiopedia,115,True,-1179.8759765625,291.040771484375,-442.84157344395976,471.38814295677577,9d9b7981263ce8782c3b2e31794a99cbfd2aed5ab77320ad173756ee7a471ca0,9e04decb67103b04db2815ac886617735e1d39ce2545b16dc969f9a00f30a754,True,42,0.1221466064453125,0.0,0.0757598876953125,0.8022537231445312,0.1221466064453125,False,,conservar,radiopedia_0115.npz,pendiente de identificar pacientes,0.122344970703125,0.0,0.0755767822265625,0.8020782470703125,False
radiopedia_0116,radiopedia,116,True,-1173.6724853515625,291.040771484375,-447.6422184905532,472.67408874776936,22da142ec85825db4d82bddd523b24a224fd59a7fcb2612d4a0e8dd744f2c9cd,13d48f229e0f62d40ac00c0b864ce5443551fe4b9925cd5b71b1a8bff984db81,True,59,0.1234283447265625,0.0,0.07572555541992188,0.8010711669921875,0.1234283447265625,False,,conservar,radiopedia_0116.npz,pendiente de identificar pacientes,0.1234893798828125,0.0,0.0757904052734375,0.80072021484375,False
radiopedia_0117,radiopedia,117,True,-1192.3199462890625,291.040771484375,-455.17867538684413,472.547418981648,e0c3eb8a32966e9172a288d1377c0e7ac3f8bf6bae8216e52514b36813d55b28,9589bfc19198a22348d9816094bdad1462e35718fd6e3071a7ea5efb83a590a4,True,36,0.12285614013671875,0.0,0.0768585205078125,0.8004226684570312,0.12285614013671875,False,,conservar,radiopedia_0117.npz,pendiente de identificar pacientes,0.1226654052734375,0.0,0.077392578125,0.7999420166015625,False
radiopedia_0118,radiopedia,118,True,-1173.6724853515625,291.040771484375,-461.7488067732959,473.3927234928832,b39e0427fa2debe117b1d5d4378fa87dfd4bea97d0f3bfb214a257f35e266eca,43ca77d058e02af1352482e0eaae3ac2dd5df119ca93430b539475057bdb4a63,True,63,0.12597274780273438,0.0,0.07381820678710938,0.8004493713378906,0.12597274780273438,False,,conservar,radiopedia_0118.npz,pendiente de identificar pacientes,0.125701904296875,0.0,0.0743408203125,0.799957275390625,False
radiopedia_0119,radiopedia,119,True,-1179.8759765625,291.040771484375,-462.5283534460584,473.36090785322483,3ddb24705f64da19a89d6923bf08448ca82e0cc0f3cce26ba7c7b597499f025a,f524159068004ccbb63bfe15f94299e8ac2b8660ea1164070489a4f0ad8ddac5,True,81,0.11186599731445312,0.00041961669921875,0.08397293090820312,0.8040504455566406,0.11228561401367188,False,,conservar,radiopedia_0119.npz,pendiente de identificar pacientes,0.11181640625,0.0004425048828125,0.08416748046875,0.8035736083984375,False
radiopedia_0120,radiopedia,120,True,-1192.3199462890625,291.040771484375,-463.02804712447846,476.0740003732495,8398e513391dcca39463535d21de7fa8ecacdb7327fb37e72d1ae79f53c097ee,973edce1d3ea80a4cbee7b3e27a3ffa63aa1997875e4549e11b31be344d3490e,True,22,0.11612701416015625,0.0,0.07871246337890625,0.8052444458007812,0.11612701416015625,False,,conservar,radiopedia_0120.npz,pendiente de identificar pacientes,0.116241455078125,0.0,0.07867431640625,0.805084228515625,False
radiopedia_0121,radiopedia,121,True,-1204.726806640625,291.040771484375,-464.10698958486773,476.8999416286392,f41a91c8e8a6f173d9510cd23349d4bf6182691a2d8cb4f7454e5eadb7b00b61,e3c481cc23654d0ec201f8a981ae6f9136abf1b7fe35032c2ea4ecea22c521ec,True,136,0.12228012084960938,0.0,0.07466506958007812,0.8035736083984375,0.12228012084960938,False,,conservar,radiopedia_0121.npz,pendiente de identificar pacientes,0.12237548828125,0.0,0.074371337890625,0.803253173828125,False
radiopedia_0122,radiopedia,122,True,-1186.1165771484375,291.040771484375,-466.8021894310741,478.5881708139933,73f88eee16486f49e13924670fe13a37da53e9209cc4a45bbc51122f75e9bf20,f1d655f20f6cc110a5dc8475cb2f5972f4afe4a4e62f11aa334834b2aa34a37e,True,24,0.12311172485351562,3.814697265625e-05,0.07219314575195312,0.80474853515625,0.12314987182617188,False,,conservar,radiopedia_0122.npz,pendiente de identificar pacientes,0.1234130859375,3.0517578125e-05,0.071929931640625,0.80462646484375,False
radiopedia_0123,radiopedia,123,True,-1186.1165771484375,291.040771484375,-472.03018413995073,479.1660923858088,07fd841bd0c639fbd6a91c6cdfde28d21d0c0bd250b22ae0cbe9035fab7d96da,c4f6a8b1b9a6ef71731c5ad1f298f5b813dec9cacc21f08407d0ebd42fdf98d3,True,49,0.10965728759765625,0.00064849853515625,0.08125686645507812,0.808624267578125,0.1103057861328125,False,,conservar,radiopedia_0123.npz,pendiente de identificar pacientes,0.1099853515625,0.00067138671875,0.0810546875,0.80828857421875,False
radiopedia_0124,radiopedia,124,True,-1173.6724853515625,291.040771484375,-476.75613930293093,478.99390766876616,21b7b27d62d32ba9e32cd376f055b3b84aa4ea181833f058b72b0780cafc7f6c,33819d9cf82fbbf505f07427435ef4ec5ec61aa25c93b7ef49f70cb74fd515fe,True,54,0.1021881103515625,0.00072479248046875,0.08429718017578125,0.8129959106445312,0.10291290283203125,False,,conservar,radiopedia_0124.npz,pendiente de identificar pacientes,0.1021728515625,0.000701904296875,0.0843505859375,0.812774658203125,False
radiopedia_0125,radiopedia,125,True,-1186.1165771484375,291.040771484375,-482.59395332891927,477.46960760741365,54b27da606d259247e6d480e19965a185c51ac6a41b70e4c7ae03f0b3e80cedc,9e60a2a7a02481963a6c31250963081403eb985489e368ce72097afebb9d2404,True,59,0.09888458251953125,0.000606536865234375,0.08519363403320312,0.8155403137207031,0.09949111938476562,False,,conservar,radiopedia_0125.npz,pendiente de identificar pacientes,0.0988311767578125,0.000579833984375,0.08526611328125,0.8153228759765625,False
radiopedia_0126,radiopedia,126,True,-1186.1165771484375,291.040771484375,-487.43381217918545,477.89086964015263,d4d4598762116f5c06b0ba3a9115afdde4a351acd598c6b87dc741d60d214ccb,d7aebdbff7932aca92cbbbf491eb000f051948014deda6067c5b62909cfa2995,True,161,0.09266281127929688,0.000247955322265625,0.09011077880859375,0.8175926208496094,0.0929107666015625,False,,conservar,radiopedia_0126.npz,pendiente de identificar pacientes,0.092132568359375,0.0002288818359375,0.0905303955078125,0.817108154296875,False
radiopedia_0127,radiopedia,127,True,-1192.3199462890625,291.040771484375,-489.9120323289228,478.25740118271824,feec8aa1e2afd5bfb68efe578566afdaf924586843afa7d442a50bba000a78ce,aaaaab5498d148337439e98136f321cf48e36567221074b8b172297d1f656fb7,True,46,0.08860397338867188,0.0,0.09537506103515625,0.8161964416503906,0.08860397338867188,False,,conservar,radiopedia_0127.npz,pendiente de identificar pacientes,0.088592529296875,0.0,0.095428466796875,0.81597900390625,False
radiopedia_0128,radiopedia,128,True,-1167.4691162109375,291.040771484375,-491.6790446430232,480.9775206790734,d1aaffa1cafcaf9cd9b9ab71d034090494aa0e05d37d57faeccc8cd387c32afb,e4459379be434b10b495f742ac94db0fef997cd80529ec3d4407f115ac7445c4,True,26,0.08453369140625,0.0,0.09566116333007812,0.8199043273925781,0.08453369140625,False,,conservar,radiopedia_0128.npz,pendiente de identificar pacientes,0.0843963623046875,0.0,0.0957794189453125,0.81982421875,False
radiopedia_0129,radiopedia,129,True,-1173.6724853515625,291.040771484375,-495.47535399321964,482.14528139922277,bedf46c990f473c0e38df15424c9347d80eac691b22ae78d0e7e935326cbedb7,8af625794ffa21e8f23e02599fc00bffed92e1ee99c2c331132e80ebd93cd2f6,True,46,0.07637786865234375,0.0,0.101776123046875,0.822021484375,0.07637786865234375,False,,conservar,radiopedia_0129.npz,pendiente de identificar pacientes,0.0764007568359375,0.0,0.1016998291015625,0.8218994140625,False
radiopedia_0130,radiopedia,130,True,-1198.5233154296875,291.040771484375,-500.78230736420664,483.4915490768294,91f6b300d782a3bf7ab44869a9e3837990bffc4781524acddfe1db1f1d09390a,84ca680b5f2318ba2b7faa9d6f57317cea63a2c1fb7172880f20cf2e0eb6c0f4,True,24,0.06702804565429688,0.0,0.108184814453125,0.8248786926269531,0.06702804565429688,False,,conservar,radiopedia_0130.npz,pendiente de identificar pacientes,0.0672760009765625,0.0,0.108001708984375,0.8247222900390625,False
radiopedia_0131,radiopedia,131,True,-1179.8759765625,291.040771484375,-507.73628546582086,483.3438704999484,ae8bdca64c0a6efa1c0adaf41bc66178e006d1c05d7f03df8f7bd84c1509ff8a,c02d39588924a3adce5d24c37dbc549e23c7f5661dfa2a2e1cb427c6bffbc0c1,True,37,0.0613250732421875,1.52587890625e-05,0.111175537109375,0.8276252746582031,0.06134033203125,False,,conservar,radiopedia_0131.npz,pendiente de identificar pacientes,0.0613250732421875,1.52587890625e-05,0.11114501953125,0.8275146484375,False
radiopedia_0132,radiopedia,132,True,-1179.8759765625,291.040771484375,-514.8151393845828,483.97997765015856,6dbdde9d10801ae624b7ee82baa5c92cd17bb18f3a8ee410e150346f69a1d2b6,0c4357675121f7af109d04680831dd4225bcb2b89131cd8493a5ff426f0480d3,True,45,0.060466766357421875,7.62939453125e-06,0.10670089721679688,0.8329963684082031,0.060474395751953125,False,,conservar,radiopedia_0132.npz,pendiente de identificar pacientes,0.06048583984375,1.52587890625e-05,0.106903076171875,0.8325958251953125,False
radiopedia_0133,radiopedia,133,True,-1192.3199462890625,291.040771484375,-518.4063452304401,485.5432489967641,abf0da88558e0f5e66971d0561821f44d16083ee2fdc5196a714987fc9d8ab13,e4a82e1f6d56eb71fe9530f48ebe02b35a56ec0a25db81e1decf5224d2f6e332,True,61,0.05615997314453125,0.0,0.10637283325195312,0.8376998901367188,0.05615997314453125,False,,conservar,radiopedia_0133.npz,pendiente de identificar pacientes,0.0562896728515625,0.0,0.1062774658203125,0.837432861328125,False
radiopedia_0134,radiopedia,134,True,-1198.5233154296875,291.040771484375,-517.6027473115598,488.53608105819933,bd0e7d894dcee3eea0139a32f3e869a7fa5566b361bff7e68e3eee0913a5b5c9,2af05c3679a193d1c27f55c769bccf97107b86a68e417c7f1c94d805a8aa487f,True,87,0.061603546142578125,7.62939453125e-06,0.09493637084960938,0.8437843322753906,0.061611175537109375,False,,conservar,radiopedia_0134.npz,pendiente de identificar pacientes,0.061614990234375,0.0,0.09515380859375,0.843231201171875,True
radiopedia_0135,radiopedia,135,True,-1186.1165771484375,291.040771484375,-516.8413787240206,491.1317263801355,6b1dfa615413766c71808c045127a4ab6f111c3244217e8873aa47bfc25d94a4,ce0442fcb086649379565d2e4117125e13b4ad569b43328d3c46b39c0c96923d,True,25,0.06201171875,0.0,0.08785247802734375,0.8502311706542969,0.06201171875,False,,conservar,radiopedia_0135.npz,pendiente de identificar pacientes,0.0621490478515625,0.0,0.087677001953125,0.8501739501953125,False
radiopedia_0136,radiopedia,136,True,-1217.1336669921875,291.040771484375,-515.8478230882342,495.2409275677155,a1cab7e365c40fe9524426d0a881c629ad0d7852590ab873ac9315c33e1ad025,178e125f662541c5985ce65de9717f34597b679ce49afef833427a59ff699025,True,0,0.05797576904296875,0.0,0.08533477783203125,0.856689453125,0.05797576904296875,False,,conservar,radiopedia_0136.npz,pendiente de identificar pacientes,0.0579681396484375,0.0,0.085479736328125,0.8565521240234375,False
radiopedia_0137,radiopedia,137,True,-1186.1165771484375,291.040771484375,-515.3291907325126,497.7949076354875,baabf9661d472e20a60ea6c61d65146130b87c9b9b9856540efd896cf68e702a,e403ef1d78abf57b963e009b2988ab4e6c6c37d6fa573f56aff96bd208cc56dc,True,2,0.0479278564453125,0.0,0.08805465698242188,0.8640251159667969,0.0479278564453125,False,,conservar,radiopedia_0137.npz,pendiente de identificar pacientes,0.0478363037109375,0.0,0.0880889892578125,0.86407470703125,False
radiopedia_0138,radiopedia,138,True,-1198.5233154296875,291.040771484375,-516.4446387663033,499.7955260392448,0da68a6a51f05ce7b11eeab54f43a8687d8af7cb9c655a0521aea72842a54f56,a68171787d702ede2115d3ee53ddbf9a27ea6381fc4975eb36fa7b852c1bd833,True,3,0.03961181640625,0.0,0.08807373046875,0.8723258972167969,0.03961181640625,False,,conservar,radiopedia_0138.npz,pendiente de identificar pacientes,0.0395965576171875,0.0,0.08807373046875,0.8723297119140625,False
radiopedia_0139,radiopedia,139,True,-1179.8759765625,291.040771484375,-515.459449117865,501.01737569400063,e1d4852937fd1bb4b58916172a4c96459c49aa6c740709b6f48dad8009aec6dd,252fd0bb06903f042b6e3b2275e3493ee9f2cd5d9a762197fa595f25ff115d2d,True,2,0.033351898193359375,0.0,0.08506011962890625,0.8815956115722656,0.033351898193359375,False,,conservar,radiopedia_0139.npz,pendiente de identificar pacientes,0.033477783203125,0.0,0.084930419921875,0.881591796875,False
radiopedia_0140,radiopedia,140,True,-1179.8759765625,291.040771484375,-514.2612079820401,503.3902061073025,9e9dce6636be85b5b683a88044775da24ea5220591a285cdec96fe5b70debb63,f6aac327b152c584e1ea1d9ed84eb11473f62feee63ad76b5ecba8de8dce68ff,True,38,0.032581329345703125,1.52587890625e-05,0.07528305053710938,0.8922653198242188,0.032596588134765625,False,,conservar,radiopedia_0140.npz,pendiente de identificar pacientes,0.0324249267578125,3.0517578125e-05,0.0753021240234375,0.892242431640625,False
radiopedia_0141,radiopedia,141,True,-1179.8759765625,291.040771484375,-511.08876698008567,506.73498166929613,4f592d0cf7f89df23ebd83025d09940552296b16b9b58191f1ab5c24ea0f2b99,db348c257c3bd51a92e97eb73c0a91a3ee71b2abc23808ff685ffd32b68eb9a0,True,47,0.027065277099609375,7.62939453125e-06,0.06983184814453125,0.9032745361328125,0.027072906494140625,False,,conservar,radiopedia_0141.npz,pendiente de identificar pacientes,0.0271759033203125,1.52587890625e-05,0.0697021484375,0.903106689453125,False
